ASTEROIDIEN RATAELEMENTTEJA (kts triad_read.pro)
NUMBER   A    E   sinI    WBAR   NODE
   536     3.06200    0.1150    0.1720       56.70      294.90
   537     2.59300    0.1430    0.1630      267.00      296.70
   538     3.18900    0.1630    0.2140      291.20      332.40
   539     2.59700    0.1450    0.2610      142.90       19.70
   540     2.77300    0.2030    0.2930       31.50      196.00
   541     2.28200    0.1880    0.0550       81.90      117.30
   542     2.68200    0.2560    0.0890       97.80      291.30
   543     2.58900    0.1860    0.1980      305.60      268.90
   544     2.96600    0.1140    0.0220       91.70      297.60
   545     3.15400    0.1010    0.1570      232.60      270.50
   546     2.23100    0.1230    0.0830       91.10       72.90
   547     2.37500    0.1480    0.0660       77.00      290.40
   548     3.16900    0.1890    0.0310      134.90      156.30
   549     2.46700    0.1170    0.1080      118.10      283.10
   550     2.44200    0.1330    0.0600      140.00      285.70
   551     2.90800    0.0580    0.1330      138.40      150.80
   552     2.71200    0.0770    0.1450      219.70      115.00
   553     2.75100    0.1740    0.1290      121.20      106.60
   554     3.17700    0.1950    0.0220      109.40      202.70
   555     3.01900    0.0660    0.1770      310.80       68.10
   556     2.71300    0.2310    0.1600       67.90       87.10
   557     2.74800    0.2460    0.2990      272.10       64.50
   558     2.44200    0.1690    0.2130      156.80      230.10
   559     3.38700    0.0650    0.0660       27.40       75.70
   560     3.13800    0.1230    0.1480      194.40       55.30
   561     2.88300    0.1710    0.3370       78.30      252.30
   562     2.65700    0.1730    0.0410       98.20      291.60
   563     3.42900    0.0680    0.0470       21.50      248.80
   564     2.41100    0.2180    0.0970       35.20      349.70
   565     2.40000    0.1270    0.1890       38.60      198.70
   566     3.01400    0.0730    0.1800       13.00      337.20
   567     2.25200    0.2290    0.1150       66.10      328.90
   568     2.55500    0.0770    0.2620      320.00      346.50
   569     2.98700    0.1650    0.1970      315.40      296.20
   570     3.11700    0.1390    0.1100      281.40      322.20
   571     2.75000    0.1850    0.1090      277.10       19.00
   572     3.01300    0.0620    0.1710      282.20       81.10
   573     3.22000    0.0890    0.0420       82.70      100.80
   576     3.18000    0.1700    0.1790      156.40      259.50
   577     2.37400    0.1700    0.2160       17.40      281.10
   578     2.43100    0.1650    0.1370      153.20      189.20
   579     3.04100    0.0860    0.0460      140.40      249.70
   580     2.33500    0.1740    0.4270      154.30      322.00
   581     3.13300    0.0230    0.1850       94.80      184.60
   582     3.00100    0.0780    0.1740      111.20      107.80
   583     2.67800    0.2350    0.2410      184.90      326.40
   584     3.02300    0.1060    0.1770       77.60      174.70
   585     2.70000    0.2230    0.2890      109.40       71.30
   586     2.62800    0.1060    0.6160      216.60      145.30
   587     3.20200    0.0510    0.3030      246.20       21.10
   588     2.93200    0.2120    0.2430       41.40      234.90
   589     2.67200    0.0990    0.2160      342.60       33.40
   590     2.76200    0.2030    0.2080       28.70       94.10
   591     2.77200    0.2090    0.3050      340.00       45.30
   592     2.66000    0.0670    0.1670      219.70      144.20
   593     3.13000    0.0730    0.2730      318.60      174.90
   594     3.08700    0.1870    0.2920       11.60      324.80
   595     2.55200    0.1990    0.1510      146.30      338.00
   596     3.15100    0.1620    0.0820       48.20      354.50
   598     2.58700    0.1760    0.1740       19.30      312.50
   599     2.85200    0.0600    0.1970      190.90      284.90
   600     3.02400    0.0750    0.1860        1.80      292.20
   601     3.08800    0.0500    0.0680      231.00      182.60
   602     3.08300    0.2160    0.2200       14.90       16.00
   603     2.97900    0.1140    0.2430       93.60      194.80
   604     3.13200    0.1940    0.4120      324.20      212.80
   605     2.92000    0.0470    0.1390      100.70      347.20
   606     2.69500    0.1070    0.1350       79.50      223.70
   607     2.63100    0.1040    0.0490      246.10      352.10
   608     2.55200    0.0970    0.2630      133.90      353.40
   609     3.18800    0.0350    0.2740      333.80      112.30
   610     2.52000    0.0370    0.2410       30.40      191.00
   611     2.43500    0.0950    0.1340      330.30      353.60
   612     3.11800    0.1540    0.0260      113.70       39.40
   613     2.41400    0.2120    0.1520       46.40      147.30
   614     2.45900    0.1460    0.2630      103.00      308.00
   615     2.64700    0.1910    0.1940      320.60      129.90
   616     2.57400    0.1820    0.4480       10.20      335.00
   617     2.90000    0.0450    0.1000      280.00      151.40
   618     2.58200    0.0230    0.1840      253.20      114.20
   619     3.13000    0.1770    0.1480      127.90       83.50
   620     2.62400    0.1410    0.2280      146.70      105.20
   622     2.66200    0.2210    0.0520      236.00      332.40
   623     3.01700    0.0590    0.1770      316.90      152.90
   624     3.04700    0.1410    0.1990      347.30      135.90
   625     3.14000    0.0550    0.1930       66.00      189.80
   626     2.91000    0.1380    0.1350      324.00       28.50
   627     3.15700    0.1560    0.0240      163.60      290.30
   628     2.73500    0.1890    0.1220      221.90      107.10
   629     3.01600    0.0680    0.1710      333.90      279.90
   630     3.16300    0.0880    0.2470      237.60      238.50
   631     2.22000    0.1310    0.0210       80.50       22.90
   632     3.18300    0.1500    0.1490      132.70        1.70
   633     3.35200    0.0800    0.2610      128.30      255.30
   634     2.59900    0.1280    0.0050       23.60      196.00
   635     3.20000    0.1470    0.1370      102.10      352.70
   636     2.32500    0.1630    0.1350      338.70      297.30
   637     2.44400    0.1910    0.1440       81.30      257.40
   638     3.18400    0.2230    0.1960      112.70      292.20
   639     2.55100    0.2330    0.2180      346.10      353.80
   640     2.45800    0.1610    0.0560       41.90      231.40
   641     3.02400    0.0650    0.1770       41.90       33.10
   642     2.55500    0.0720    0.2580       22.90       86.10
   643     3.01400    0.0790    0.1820      183.20      136.90
   644     2.29700    0.1920    0.3320      133.00      275.00
   645     2.98900    0.0640    0.0980       73.10      137.40
   646     3.16000    0.1580    0.0250      161.50      257.00
   647     2.61100    0.1420    0.2020      175.80      294.60
   648     2.85400    0.0450    0.0370       85.60      320.10
   649     2.53500    0.0880    0.2620      224.40      160.10
   650     3.01600    0.0710    0.1730      166.60      330.60
   651     2.55400    0.1970    0.0610      291.60      148.60
   652     3.06200    0.1620    0.3420      184.30      239.70
   653     3.17500    0.2340    0.1710      255.90      182.20
   654     3.14800    0.1520    0.2860      249.60      301.20
   655     2.59400    0.2090    0.1420       33.20      223.50
   656     3.19800    0.1200    0.4320      121.40      160.00
   657     2.79700    0.1920    0.1450      319.20      223.90
   658     3.01200    0.0740    0.1850      257.60      177.40
   659     2.80300    0.1540    0.1270        8.60      183.60
   660     3.09700    0.0760    0.1440      132.90      353.80
   661     2.55500    0.1120    0.2040      278.80      340.10
   662     2.81500    0.0410    0.0650      169.90      240.70
   663     2.92400    0.1580    0.2300       41.40      349.80
   664     2.77000    0.1900    0.1910       64.00      267.30
   665     3.05900    0.0990    0.2100      321.80      155.50
   666     2.95600    0.0790    0.1700      186.30      273.90
   667     2.57300    0.1910    0.1320       50.20      283.00
   668     2.58600    0.1860    0.4490       12.10      111.70
   669     3.14700    0.2210    0.3370      267.20       30.70
   670     3.11000    0.0820    0.2190      270.00      184.50
   671     2.63200    0.1320    0.2130      269.40      196.80
   672     3.11600    0.0950    0.3430      150.50      260.60
   673     2.43200    0.0470    0.1030      216.30      328.10
   674     2.23600    0.1460    0.0790      306.90      238.10
   675     2.58900    0.1300    0.3060      337.80      244.80
   676     2.72300    0.2070    0.2930       29.10      327.80
   677     2.69800    0.1100    0.1780      298.10      177.80
   678     2.31600    0.1870    0.0980      358.40      177.50
   679     3.14800    0.1210    0.2250       12.00      257.50
   680     3.01200    0.0820    0.2070       43.90       88.60
   681     3.36900    0.0920    0.4470      106.60       58.00
   682     2.94400    0.0350    0.2510      211.80      347.80
   683     2.67000    0.2100    0.3210      346.90      236.00
   684     2.53800    0.0880    0.2630        5.00      275.10
   685     3.18200    0.1710    0.2720       54.10      300.50
   686     2.88100    0.1160    0.2580      349.80       12.70
   687     2.86900    0.1320    0.1960      154.00       37.50
   688     2.61600    0.2350    0.3370      339.30      245.30
   689     2.22900    0.1480    0.1110      181.20       99.60
   690     3.01300    0.0700    0.1430      195.00      249.40
   691     3.19400    0.0410    0.3710      274.60      289.70
   692     2.17500    0.1170    0.0530       54.00      217.70
   693     3.06200    0.0810    0.3240       40.00      281.20
   694     2.92300    0.0450    0.4250      161.00        1.30
   695     2.72900    0.1460    0.2640      352.20      321.00
   696     2.18000    0.0750    0.0810       50.80      276.10
   697     2.67100    0.1360    0.0680      192.00      337.90
   698     2.91400    0.0750    0.2910      332.90      321.70
   699     3.13500    0.1540    0.0210      227.70      183.50
   700     2.23700    0.1520    0.1090      283.70      351.10
   701     2.57600    0.1730    0.2350       62.40      234.70
   702     3.39900    0.1080    0.1960      345.40      227.30
   703     2.53500    0.0910    0.2640      124.80      235.60
   704     2.76800    0.0420    0.2280      341.80       43.10
   705     2.81100    0.1250    0.1390      192.70      152.00
   706     3.14600    0.2160    0.0470        2.60      315.00
   707     3.05600    0.2360    0.1140      207.70       29.60
   708     2.58300    0.4830    0.2280      338.30      205.50
   709     2.88700    0.0510    0.0360      172.90        6.80
   710     3.55100    0.0830    0.1350       41.10       32.40
   711     2.17200    0.0850    0.0880      281.10       46.20
   712     2.99400    0.0380    0.0820       88.80      177.30
   713     2.45100    0.2340    0.2170       56.50      206.80
   714     2.57300    0.1950    0.0500       36.60       61.10
   715     2.56600    0.1860    0.3010        9.30      246.90
   716     2.56800    0.0870    0.2500       76.30      136.20
   717     2.25600    0.1340    0.0620      145.70       83.10
   718     2.76000    0.1130    0.3030      186.30      125.70
   719     2.24300    0.2060    0.0640      203.20       99.50
   720     2.98800    0.1000    0.1800      320.60       42.20
   721     2.45700    0.0680    0.1920      195.40      177.40
   722     3.39800    0.0610    0.3590      184.40      339.10
   723     3.15100    0.0760    0.1070       87.40      352.80
   724     2.73000    0.2520    0.3010      357.10       46.00
   725     2.20200    0.1060    0.0730      337.60      144.20
   726     2.59000    0.1950    0.2290      314.40      192.30
   727     3.03500    0.0960    0.0460      179.60      147.30
   729     3.05000    0.1410    0.1750      167.70      117.30
   730     2.72000    0.1270    0.1300      181.00      101.30
   731     3.01300    0.0720    0.1810      340.90       61.50
   732     2.79300    0.0430    0.0990       91.90      237.60
   733     3.17300    0.1530    0.1220      176.50      148.30
   734     3.23800    0.0990    0.2190      147.30      129.10
   735     3.10900    0.1660    0.3240      309.20        2.80
   736     2.99800    0.2450    0.3630       56.80      135.10
   737     2.24300    0.1860    0.0870      221.00      115.90
   738     2.44200    0.1680    0.0560      147.30       62.50
   739     2.55200    0.1140    0.2560       39.10       79.40
   740     2.46300    0.0950    0.0880      129.40       83.70
   741     2.33000    0.2110    0.1610      249.40       56.50
   742     2.98800    0.0530    0.4160      168.10      183.30
   743     3.17500    0.1780    0.0570      214.30      197.90
   744     3.21200    0.1700    0.3570      197.30      213.40
   745     2.37300    0.1090    0.1390       88.20       16.30
   746     3.20200    0.1150    0.0780       74.60      110.10
   748     3.15800    0.2550    0.2430      166.70      325.50
   749     2.86300    0.0470    0.0370      285.00      353.40
   750     3.15700    0.1240    0.2480      139.40      303.80
   751     2.24100    0.1300    0.0840       33.20      284.90
   752     3.18700    0.0860    0.1950       79.10      262.00
   753     2.54600    0.2480    0.1260       43.70      317.60
   754     3.02100    0.0810    0.1800      101.30        1.90
   755     3.11700    0.1500    0.0250      336.70       63.20
   756     3.14200    0.1350    0.2710       62.00       35.40
   757     3.18100    0.1620    0.1300      271.10       29.70
   758     2.22100    0.1570    0.0670       81.50       38.00
   759     2.65200    0.2320    0.2920       90.20      217.70
   760     3.00100    0.0900    0.4670      312.00      153.00
   761     2.85800    0.0470    0.3010      260.00      320.40
   762     3.05000    0.1700    0.1170      264.40      254.50
   763     3.01200    0.0860    0.1820      129.60      296.00
   764     2.93300    0.1190    0.2990       42.50       81.00
   765     3.21000    0.1360    0.2620      171.50      284.40
   766     3.17700    0.2430    0.2700      103.80      328.40
   767     2.66700    0.1580    0.2780      324.70      281.20
   768     3.11600    0.0410    0.3150        0.40      147.90
   769     3.22300    0.0670    0.3190      253.80      142.80
   770     2.18000    0.1040    0.0830      152.40       83.80
   771     2.34300    0.1900    0.1580      286.10      149.00
   772     3.10700    0.2280    0.2390      240.10        5.80
   773     2.57500    0.2250    0.2190      198.80       74.00
   774     3.17700    0.1730    0.2470      221.10       92.60
   775     2.54000    0.0630    0.2640      288.60      187.90
   776     3.12900    0.1540    0.2510      207.40      181.20
   777     2.68600    0.1410    0.2030      257.10      235.00
   778     3.40600    0.1690    0.3910      275.00      249.20
   779     3.12400    0.1590    0.2610      320.40      131.30
   780     2.62300    0.1530    0.1750      137.90      264.90
   781     2.79600    0.0740    0.2650      346.60       33.40
   782     3.13900    0.2770    0.1060      279.50      181.00
   783     2.75000    0.1540    0.3320      183.00       14.10
   784     2.63600    0.2640    0.3190       11.00       35.60
   785     2.53700    0.0780    0.0940      208.40      244.40
   786     3.01500    0.0600    0.1710      223.70      220.80
   787     2.54200    0.0240    0.0890      129.70      175.50
   788     2.19300    0.1440    0.0760      303.70      316.60
   789     2.60500    0.1180    0.2500      165.20      190.90
   790     2.19600    0.1390    0.0880      130.90        2.10
   791     3.20400    0.0410    0.1690      258.60      254.90
   792     2.83900    0.1010    0.2690      325.10      344.70
   793     3.20700    0.1030    0.2750      221.40      105.50
   794     3.20300    0.1110    0.2430      166.20       43.00
   795     3.01900    0.0810    0.1800      136.40      136.60
   796     2.74500    0.1310    0.0870      111.10      195.20
   797     2.28300    0.1430    0.1210      353.60      160.70
   798     2.17900    0.1240    0.0470      355.30      166.00
   799     2.89700    0.0620    0.0400      277.80      148.30
   800     2.65900    0.1310    0.2280      359.10        3.30
   801     2.22300    0.0380    0.0990      129.80       51.90
   802     3.15700    0.1920    0.4070       22.20       94.10
   803     2.65900    0.0930    0.2300      131.30       54.30
   804     3.00200    0.1390    0.2350      155.50      129.60
   805     2.59000    0.1540    0.1900       62.60      129.90
   806     3.17200    0.0370    0.2540       11.50       69.40
   807     2.19700    0.1120    0.0870      252.80      326.30
   808     3.12800    0.0520    0.0850      267.80      124.20
   809     2.77800    0.2310    0.1050      232.10      218.70
   810     2.25600    0.1810    0.0250      109.20      237.30
   811     2.22100    0.1360    0.0780      127.30      253.40
   812     2.79500    0.1320    0.1320      263.80      149.70
   813     2.22600    0.1110    0.0510      189.00      109.20
   814     2.71300    0.2130    0.1410       41.40       21.20
   815     2.27500    0.1170    0.0630       17.60      184.60
   816     3.18900    0.0390    0.0310      248.10      319.10
   817     2.58000    0.0710    0.1500       50.70      345.50
   818     3.20500    0.0620    0.0790       85.50      328.50
   819     2.21400    0.1370    0.0910       65.30      184.50
   820     2.86400    0.0440    0.0370       18.70      266.70
   821     3.01000    0.0830    0.1790       36.90      346.80
   822     3.17400    0.2170    0.0780      262.00      198.40
   823     3.20800    0.0670    0.0840       17.40      302.60
   824     2.19100    0.1420    0.0930       39.20      205.20
   825     2.29800    0.0270    0.1260      100.60      204.20
   826     2.89800    0.0780    0.2010      350.30      244.30
   827     2.61500    0.1190    0.2260      308.70      335.00
   828     3.13400    0.0990    0.1950      255.60      274.60
   829     2.25500    0.1090    0.0650      131.70      344.50
   830     3.23300    0.0770    0.2530        6.10        1.80
   831     2.27900    0.1550    0.1380      315.70      359.80
   832     3.19600    0.0530    0.1620      319.30      342.70
   833     2.93900    0.0340    0.2080      294.60       39.40
   834     3.12900    0.1440    0.0270       36.80      278.40
   835     2.78300    0.0660    0.0630       57.70      273.30
   836     3.10600    0.1380    0.0340      322.50      247.30
   837     3.15100    0.1240    0.3510      258.90      229.00
   838     2.99800    0.1210    0.2590      242.30      125.20
   839     2.22800    0.1400    0.0400      150.70      158.90
   840     2.36300    0.1960    0.4270      307.90       27.50
   841     2.31200    0.1210    0.1660      213.80      186.10
   842     2.36900    0.1620    0.1160      258.00      197.70
   843     2.36200    0.1770    0.1900      231.30       10.30
   844     2.43700    0.1510    0.2440      178.70      126.30
   845     2.19000    0.0270    0.0860      300.40       88.00
   846     2.80800    0.1320    0.1390      228.30       63.80
   847     3.21200    0.0950    0.2290       57.20       32.00
   848     2.79600    0.0760    0.2450      315.90      307.00
   849     3.14400    0.0820    0.1200      284.90      118.60
   850     2.80300    0.0750    0.2590       91.00      299.20
   851     3.20000    0.0600    0.4190      229.30      119.00
   852     2.41600    0.2350    0.2490      127.80      185.10
   853     3.12300    0.0240    0.1290      332.90       90.70
   854     3.06500    0.1430    0.0980      131.90       37.60
   855     2.70400    0.1120    0.0870       52.90      121.40
   856     2.69300    0.2040    0.1430      251.80      163.70
   857     2.32200    0.2260    0.0940      311.20      125.30
   858     2.22200    0.1470    0.0760      202.30      166.40
   859     2.73100    0.1350    0.1350      205.00      203.20
   860     2.62700    0.1500    0.0870      246.10      161.50
   861     3.15600    0.1100    0.1970      191.50      198.00
   862     2.55500    0.0830    0.2630      302.20      199.80
   863     3.01100    0.0730    0.1850      353.50      156.30
   864     2.48600    0.1320    0.0610       42.20      123.70
   865     2.36300    0.1910    0.0370        2.80      200.60
   866     2.53000    0.0930    0.2600       24.50      270.40
   867     3.00200    0.2170    0.3310        6.80      267.00
   868     2.61200    0.1570    0.2660      306.80      275.10
   869     3.13200    0.2160    0.1400       22.50      266.30
   870     2.23800    0.1440    0.0950      323.30      280.30
   871     3.09700    0.1460    0.0460      347.80      170.30
   872     3.16900    0.1980    0.3020        3.20       62.40
   873     2.70900    0.1700    0.2330       74.90      129.00
   874     2.44500    0.1850    0.1370       60.70      138.50
   875     3.02300    0.0770    0.1830      218.90      166.60
   876     2.86100    0.0240    0.2160      114.50      107.30
   877     3.22900    0.0220    0.3650       93.50      179.10
   878     3.05200    0.1000    0.2830        4.30      147.30
   879     3.11400    0.0890    0.2290      284.50      197.00
   880     3.21900    0.1300    0.4560       83.90      265.50
   881     2.28600    0.1600    0.1570      234.60      254.60
   882     2.54400    0.0750    0.2610      245.40      258.20
   883     2.73200    0.3390    0.2180      282.70      237.30
   884     2.90800    0.1550    0.2430       27.40      257.50
   885     2.47300    0.1170    0.2090      288.00      188.00
   886     2.22400    0.1640    0.0770      331.50      262.70
   887     2.44700    0.1450    0.1160       26.20      343.60
   888     3.23900    0.0210    0.1930      273.30      165.40
   889     2.99300    0.0830    0.2720      114.20      202.50
   890     2.21600    0.1220    0.0820       38.60       34.00
   891     2.89400    0.0480    0.1960      302.30       36.20
   892     2.80100    0.2060    0.3580      135.10       41.80
   893     2.47400    0.1710    0.2200      119.20       83.40
   894     3.54000    0.0380    0.3120       40.90      149.90
   895     2.92600    0.1700    0.1490      241.60       42.80
   896     3.12400    0.1660    0.3390      132.80       32.50
   897     2.19700    0.1350    0.0910      262.30       98.40
   898     2.45400    0.1810    0.4560      284.60      251.20
   899     2.22800    0.1340    0.0940       70.90        1.50
   900     2.36500    0.1810    0.2100       19.60      323.80
   901     2.38100    0.1610    0.0940      340.30      333.70
   902     2.86500    0.1580    0.2210      341.60      325.90
   903     2.77200    0.0170    0.1550       32.50      235.10
   904     2.62200    0.1160    0.2100      119.40      198.10
   905     3.17300    0.1520    0.3030      250.00      207.40
   906     2.69000    0.1590    0.1410      328.30      214.70
   907     2.61500    0.1680    0.2580       46.00      200.60
   908     2.93800    0.1170    0.1470        7.90      156.40
   909     2.70000    0.0630    0.3750      152.90      298.10
   910     2.98300    0.2050    0.2720      215.10       47.40
   911     3.21300    0.1420    0.2560      168.90        5.70
   912     3.13600    0.1710    0.2920      151.60      129.90
   913     2.23900    0.1180    0.0800      227.30      233.50
   914     2.43000    0.0190    0.2670      256.30      338.20
   915     3.16800    0.2050    0.1880       72.00      119.70
   916     2.42000    0.0870    0.1390       89.20        8.70
   917     2.37000    0.2040    0.0880      155.20      149.90
   918     2.74800    0.1560    0.2750       36.60      321.30
   919     2.21900    0.1360    0.0720       65.80      335.90
   920     3.13600    0.1510    0.0290      302.50       35.90
   921     2.23100    0.1660    0.0820      307.90      245.00
   922     3.16100    0.1490    0.0270      334.60      134.20
   923     2.24700    0.1290    0.0500      329.80      312.50
   924     3.37900    0.1160    0.0970      331.60       63.80
   925     2.78100    0.1780    0.1010       25.90       46.30
   926     3.16000    0.1330    0.1670       40.40       70.20
   927     3.12600    0.2210    0.1920      122.60      116.10
   929     3.12200    0.1490    0.0130      119.90       13.00
   930     2.75200    0.2120    0.1040       29.10       42.20
   931     3.03600    0.1920    0.1580      163.70      351.50
   932     2.99800    0.2120    0.2260      203.00      315.50
   933     2.37100    0.1720    0.4040      178.10      184.50
   934     2.21000    0.1430    0.0840       40.40      254.00
   935     2.98700    0.2110    0.1680       12.90       12.20
   936     2.79000    0.1680    0.1520      282.00       29.10
   937     3.13900    0.1470    0.0240      297.50      224.70
   938     2.59400    0.2590    0.2240      264.50      348.40
   939     2.29800    0.1570    0.1150      310.60      201.00
   940     2.91900    0.0870    0.2750      113.10      235.40
   941     3.18500    0.1790    0.0630       28.00       49.60
   942     2.24800    0.1150    0.0680      335.30      249.70
   943     2.69300    0.0650    0.1860      289.50       21.80
   944     2.90600    0.0620    0.0350        9.90      171.50
   945     2.24800    0.1520    0.1280       87.80       60.70
   946     3.05300    0.0850    0.1510       50.20       23.80
   948     2.72000    0.1410    0.2330      237.10       71.30
   949     2.22600    0.1180    0.0830      303.20       83.70
   950     2.86800    0.1480    0.2190      150.00      216.20
   951     2.46300    0.1710    0.0610       21.70      284.10
   952     2.56200    0.2390    0.1170       52.00      307.10
   953     2.64100    0.1690    0.2230       99.60       82.30
   954     3.06200    0.1750    0.1860       14.70      282.30
   955     3.22700    0.0660    0.2830       94.50      344.80
   956     2.53400    0.0850    0.0780       41.80       85.30
   957     2.83400    0.0490    0.0380      141.40       13.10
   958     3.18600    0.1480    0.1590      192.40      252.50
   959     3.11800    0.0560    0.2450      180.60       74.90
   960     3.22100    0.1460    0.4030      354.00      224.00
   961     3.15300    0.0950    0.1970      332.80      236.80
   962     2.74100    0.1170    0.3060      360.00      284.50
   963     3.10000    0.1650    0.0290      337.00       12.50
   964     3.07200    0.2210    0.2580      280.30      300.20
   965     3.16200    0.1000    0.2760      230.10      253.90
   966     2.80300    0.1250    0.1780      359.50      309.80
   967     2.30000    0.2270    0.0950      349.70      284.20
   968     3.14200    0.1290    0.2510      352.10       93.00
   969     3.15000    0.1950    0.1700      327.00      317.50
   970     3.15300    0.1880    0.0240       15.20      352.30
   971     2.66000    0.2340    0.2700       57.90      248.30
   972     2.66900    0.1800    0.1570        2.10      346.60
   973     3.14500    0.1370    0.0240      298.40       31.40
   974     3.02400    0.1280    0.2010      194.80      219.50
   975     2.86100    0.0460    0.0360      118.00      218.10
   976     2.53000    0.0610    0.2610      351.20      359.60
   977     2.61500    0.1110    0.2430      344.40      226.10
   978     3.09300    0.1610    0.0280      143.00      301.40
   979     2.67000    0.1560    0.2030      283.80      248.00
   980     3.12600    0.1250    0.3050       15.10      299.30
   981     2.61200    0.1690    0.1890      341.00      222.30
   982     3.18100    0.1570    0.4210      246.00      325.70
   983     3.20000    0.1070    0.1830       58.40      263.40
   984     2.78800    0.1200    0.1930      334.60      339.20
   985     3.15000    0.1510    0.0220      108.00      183.70
   986     3.39700    0.0600    0.0430       14.70      179.30
   987     3.16400    0.0890    0.3430       90.70      346.90
   988     3.15100    0.2630    0.2720       19.20      295.70
   989     2.70800    0.0720    0.0630       31.90      297.90
   990     3.09300    0.0470    0.1530       59.50       13.40
   991     2.62900    0.4340    0.2840       58.20      232.60
   992     2.93100    0.0670    0.0480       19.80      100.10
   993     2.39400    0.3830    0.0840      129.50      146.00
   994     2.48300    0.1390    0.0550      112.00       66.50
   995     2.68400    0.2170    0.2200      133.70       25.00
   996     2.80700    0.2160    0.0640      131.40      258.10
   997     3.20300    0.0610    0.1470       52.10      125.10
   998     2.21900    0.1370    0.1030       85.90        2.20
   999     2.60600    0.1110    0.1240      181.10      122.40
  1000     2.53700    0.2150    0.1350      339.00      353.10
  1001     1.91200    0.0650    0.4220      259.30      147.20
  1002     2.78700    0.0450    0.0760      193.80      195.40
  1003     2.73800    0.2270    0.2860       51.50      120.40
  1005     3.16800    0.0690    0.1780       42.80      201.30
  1006     2.86600    0.1700    0.2710       13.90       59.50
  1007     1.97900    0.0550    0.4190      171.60      168.20
  1008     2.25000    0.1340    0.0820      308.70      108.10
  1009     3.16100    0.1590    0.0250      169.00      334.30
  1010     3.40200    0.1010    0.1500       94.80       59.50
  1011     2.89000    0.0630    0.0390      178.60        2.10
  1012     3.12300    0.1590    0.2600      189.80      193.70
  1013     3.04600    0.0920    0.3210      169.80      223.50
  1014     3.13100    0.1500    0.1460      249.50       73.80
  1015     3.00300    0.0860    0.1880       57.00      195.30
  1016     2.29200    0.2200    0.0820      317.80      295.60
  1017     3.14000    0.1460    0.3190      327.60        1.10
  1018     2.66200    0.3820    0.5770      355.00      235.60
  1019     2.18100    0.1460    0.1030       39.10      203.70
  1020     2.68000    0.1320    0.0940      194.90      232.90
  1021     3.11700    0.1850    0.3080       90.90      282.80
  1022     3.07200    0.1090    0.2240       52.80       58.30
  1024     3.09300    0.0280    0.1470      262.30      167.10
  1025     2.57800    0.1300    0.0600      273.00       49.30
  1026     2.35900    0.1610    0.0210       87.90      267.90
  1027     2.98400    0.0490    0.1390       98.40        2.50
  1028     2.24100    0.1570    0.0870       30.50       79.90
  1029     2.73100    0.2020    0.2610      225.30       49.90
  1030     3.09500    0.0880    0.2740       23.30      338.90
  1031     2.62500    0.1420    0.2340       54.80      337.40
  1032     3.21300    0.0800    0.4010      324.80      186.00
  1033     2.23600    0.1250    0.0720       57.00      105.40
  1034     2.61500    0.0860    0.1430       78.80       10.50
  1035     2.92100    0.0950    0.1720       26.60       85.90
  1036     2.19800    0.1450    0.0890      319.60      154.90
  1037     2.23000    0.1280    0.0840      307.40      108.10
  1038     2.89300    0.2050    0.0910       11.20      265.90
  1039     2.19700    0.1270    0.0780      307.20      224.90
  1040     2.64400    0.1590    0.1930      273.70      205.20
  1041     2.23700    0.1490    0.1200      293.40      224.30
  1042     3.12100    0.1820    0.0240       36.90       88.10
  1043     3.00700    0.0650    0.1090      111.00      332.90
  1044     2.31400    0.0780    0.0920      180.20       98.10
  1045     2.54700    0.1490    0.1800      288.30      279.00
  1046     2.36100    0.2520    0.1520      319.10      325.30
  1047     2.40300    0.1710    0.0900        3.40      333.60
  1048     2.87100    0.1550    0.2110       41.40      278.60
  1049     2.90800    0.1250    0.1160      211.40      312.30
  1050     3.13200    0.1350    0.2250      172.40      145.70
  1051     3.21900    0.0670    0.2860      348.10      169.70
  1052     2.80100    0.1040    0.0820       98.40       42.20
  1053     3.17300    0.2090    0.1400       69.60       25.10
  1054     3.17500    0.1700    0.0260      321.90      353.90
  1055     3.15500    0.1510    0.0200       65.30      321.80
  1056     3.01400    0.0690    0.1820      342.30      101.30
  1057     2.47700    0.1470    0.0510       99.90      161.70
  1058     2.39300    0.1580    0.0990        1.40      336.10
  1059     2.27000    0.1870    0.1180      141.10       93.30
  1060     2.87400    0.0470    0.0360      119.40      304.00
  1061     2.42000    0.2410    0.0920       65.90      348.10
  1062     3.09100    0.1220    0.0690       43.70       13.80
  1063     3.12800    0.1440    0.0250      323.70      192.80
  1064     2.32900    0.2120    0.0760      121.00       77.10
  1065     2.68900    0.1240    0.0740      274.80      202.70
  1066     3.18300    0.0660    0.1020      238.40      148.60
  1067     3.16400    0.0690    0.1640      145.50      309.40
  1068     3.01500    0.0710    0.1700       78.20       24.20
  1069     2.20200    0.1540    0.1220       32.20       55.20
  1070     2.21400    0.1390    0.0530       87.40       72.00
  1071     2.36000    0.1960    0.3600      135.10      152.30
  1072     3.43200    0.0940    0.0070      103.40      348.20
  1073     2.90100    0.0960    0.1140      239.20      303.50
  1074     3.13400    0.1420    0.4620      293.80       48.80
  1075     2.54800    0.1480    0.2380      115.10      154.80
  1076     3.02500    0.0590    0.1730      180.80      185.90
  1077     2.60100    0.1550    0.1530      320.80       78.70
  1078     2.64100    0.2750    0.0190      300.30      188.40
